법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
석사동,1**,공지로,다가구,30,-,04/30,-,-,"6,000",0,-,-,
석사동,7**,우석로79번길,다가구,30,-,04/30,-,-,100,25,-,-,
석사동,9**,스무숲1길,단독,29.09,-,04/27,-,-,"3,400",0,-,-,
석사동,9**,스무숲1길,다가구,40,-,04/24,-,-,500,40,-,-,
석사동,3**,후석로66번길,다가구,20,-,04/24,-,-,"3,000",0,-,-,
석사동,9**,안마산로,단독,62.34,-,04/22,-,-,500,45,-,-,
석사동,6**,후석로59번길,다가구,56,-,04/20,-,-,300,35,-,-,
석사동,9**,스무숲1길,다가구,25,-,04/19,-,-,"4,000",0,-,-,
석사동,7**,애막골길16번길,다가구,66,-,04/19,-,-,500,40,-,-,
석사동,3**,외솔길,다가구,28,-,04/19,-,-,"3,000",0,-,-,
석사동,3**,외솔길,다가구,28,-,04/18,-,-,"2,500",0,-,-,
석사동,7**,우석로4번길,다가구,40,-,04/18,-,-,500,20,-,-,
석사동,1**,외솔길19번길,다가구,26.25,-,04/17,-,-,"5,000",20,-,-,
석사동,9**,스무숲1길,다가구,30,-,04/16,-,-,"5,000",0,-,-,
석사동,8**,새롬공원길9번길,단독,30,-,04/16,-,-,200,30,-,-,
석사동,6**,석사길5번길,다가구,33.66,-,04/15,-,-,"5,000",0,-,-,
석사동,7**,우석로85번길,단독,27,-,04/15,-,-,50,27,-,-,
석사동,3**,공지로,단독,33.3,-,04/14,-,-,200,25,-,-,
석사동,7**,벌말길,다가구,50,-,04/13,-,-,300,30,-,-,
석사동,9**,,단독,33,-,04/13,-,-,"4,000",0,-,-,
석사동,6**,석사길5번길,다가구,50,-,04/08,-,-,"6,000",0,-,-,
석사동,7**,후석로45번길,단독,20,-,04/08,-,-,"3,500",0,-,-,
석사동,6**,벌말길,다가구,40,-,04/08,-,-,"3,500",0,-,-,
석사동,7**,후석로45번길,단독,20,-,04/08,-,-,"3,500",0,-,-,
석사동,7**,애막골길3번길,단독,35.19,-,04/06,-,-,"3,000",0,-,-,
석사동,6**,후석로45번길,다가구,68.98,-,04/04,-,-,"8,000",0,-,-,
석사동,8**,새롬공원길4번길,단독,33,-,04/03,-,-,300,38,-,-,
석사동,9**,스무숲3길,다가구,25,-,04/03,-,-,200,25,-,-,
석사동,7**,우석로38번길,단독,27,-,04/03,-,-,"2,500",0,-,-,
석사동,6**,벌말길47번길,단독,61.2,-,04/02,-,-,"7,000",0,-,-,
석사동,6**,벌말길47번길,단독,61.2,-,04/02,-,-,"7,000",0,-,-,
석사동,6**,후석로45번길,단독,112.32,-,04/02,-,-,"1,000",55,-,-,
석사동,8**,새롬공원길9번길,다가구,57,-,04/01,-,-,500,37,-,-,
석사동,6**,효석로,다가구,32,-,04/01,-,-,"6,000",0,-,-,
석사동,6**,후석로59번길,다가구,50.4,-,04/01,-,-,"6,000",0,-,-,
석사동,9**,스무숲1길,다가구,42,-,04/01,-,-,500,45,-,-,
석사동,8**,새롬공원길5번길,다가구,30,-,04/01,-,-,"3,500",0,-,-,
석사동,6**,후석로45번길,다가구,58.99,-,04/01,-,-,"5,000",0,-,-,
