법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
석사동,8**,새롬공원길,다가구,50,-,07/30,-,-,"2,000",30,-,-,
석사동,7**,우석로79번길,다가구,48,-,07/29,-,-,"1,000",35,-,-,
석사동,6**,벌말길,다가구,27,-,07/27,-,-,"1,200",0,-,-,
석사동,9**,스무숲1길,다가구,118.43,-,07/27,-,-,"15,000",0,-,-,
석사동,6**,석사길5번길,다가구,51.36,-,07/27,-,-,"6,000",0,-,-,
석사동,9**,스무숲4길,다가구,25,-,07/26,-,-,200,20,-,-,
석사동,7**,우석로,다가구,33,-,07/26,-,-,"6,000",0,-,-,
석사동,7**,우석로38번길,다가구,26.4,-,07/26,-,-,"3,000",0,-,-,
석사동,7**,벌말길,다가구,56.53,-,07/25,-,-,500,42,-,-,
석사동,8**,새롬공원길9번길,다가구,50,-,07/25,-,-,"4,000",21,-,-,
석사동,7**,애막골길11번길,다가구,26,-,07/23,-,-,"2,500",0,-,-,
석사동,7**,우석로,다가구,58.97,-,07/21,-,-,"6,000",0,-,-,
석사동,9**,스무숲1길,다가구,47,-,07/20,-,-,500,50,-,-,
석사동,7**,애막골길,다가구,66.46,-,07/19,-,-,"6,000",0,-,-,
석사동,7**,우석로,다가구,60,-,07/19,-,-,"2,000",20,-,-,
석사동,9**,스무숲1길,다가구,30,-,07/19,-,-,500,33,-,-,
석사동,7**,애막골길20번길,다가구,16,-,07/17,-,-,"2,500",0,-,-,
석사동,7**,우석로63번길,다가구,18.18,-,07/16,-,-,"1,600",0,-,-,
석사동,6**,벌말길,단독,42,-,07/15,-,-,"3,000",0,-,-,
석사동,7**,우석로79번길,다가구,30,-,07/12,-,-,"2,200",0,-,-,
석사동,7**,애막골길,다가구,40,-,07/12,-,-,200,30,-,-,
석사동,8**,새롬공원길,다가구,34.16,-,07/12,-,-,"6,000",0,-,-,
석사동,7**,우석로,다가구,33.05,-,07/11,-,-,"3,500",0,-,-,
석사동,1**,공지로,다가구,35,-,07/10,-,-,"6,000",0,-,-,
석사동,6**,벌말길,다가구,29.7,-,07/10,-,-,"6,000",0,-,-,
석사동,9**,스무숲1길,다가구,82.64,-,07/09,-,-,"5,000",0,-,-,
석사동,7**,애막골길16번길,다가구,57.6,-,07/09,-,-,"6,000",0,-,-,
석사동,8**,새롬공원길4번길,다가구,45,-,07/06,-,-,"1,000",40,-,-,
석사동,3**,외솔길,다가구,24,-,07/06,-,-,"4,000",0,-,-,
석사동,9**,,다가구,45,-,07/06,-,-,"8,000",0,-,-,
석사동,6**,석사길5번길,다가구,72.72,-,07/04,-,-,"8,500",0,-,-,
석사동,9**,스무숲1길,다가구,23.14,-,07/03,-,-,300,32,-,-,
석사동,7**,벌말길,다가구,56.53,-,07/02,-,-,500,35,-,-,
석사동,9**,스무숲1길,다가구,30,-,07/01,-,-,300,30,-,-,
