법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
석사동,4**,후석로,다가구,36,-,12/31,-,-,"4,500",0,-,-,
석사동,7**,우석로38번길,다가구,24,-,12/31,-,-,"2,500",0,-,-,
석사동,3**,외솔길,다가구,33,-,12/31,-,-,300,27,-,-,
석사동,7**,우석로,다가구,30,-,12/30,-,-,"4,500",0,-,-,
석사동,7**,애막골길11번길,다가구,33,-,12/28,-,-,"2,000",0,-,-,
석사동,7**,우석로85번길,다가구,75,-,12/26,-,-,"5,000",0,-,-,
석사동,7**,우석로63번길,다가구,49.54,-,12/25,-,-,"3,500",0,-,-,
석사동,7**,우석로63번길,다가구,49.54,-,12/25,-,-,"4,000",0,-,-,
석사동,3**,후석로66번길,다가구,28,-,12/25,-,-,"4,000",0,-,-,
석사동,7**,우석로38번길,다가구,30,-,12/24,-,-,"2,500",0,-,-,
석사동,7**,,다가구,50,-,12/23,-,-,500,30,-,-,
석사동,3**,후석로66번길,다가구,28,-,12/23,-,-,"4,000",0,-,-,
석사동,8**,새롬공원길9번길,다가구,29.7,-,12/23,-,-,"3,200",0,-,-,
석사동,7**,우석로63번길,단독,99.07,-,12/22,-,-,"6,000",0,-,-,
석사동,7**,벌말길47번길,다가구,99.5,-,12/22,-,-,"7,500",0,-,-,
석사동,6**,석사길5번길,단독,100.8,-,12/22,-,-,"7,000",0,-,-,
석사동,7**,우석로,다가구,30,-,12/20,-,-,"2,500",0,-,-,
석사동,8**,새롬공원길,다가구,26,-,12/19,-,-,300,34,-,-,
석사동,9**,스무숲3길,다가구,66.11,-,12/17,-,-,"3,000",0,-,-,
석사동,2**,외솔길,다가구,28.6,-,12/15,-,-,"2,500",0,-,-,
석사동,6**,후석로,다가구,40,-,12/15,-,-,"3,000",0,-,-,
석사동,8**,새롬공원길4번길,다가구,52.8,-,12/15,-,-,"5,000",0,-,-,
석사동,9**,스무숲4길,다가구,30,-,12/13,-,-,"2,000",10,-,-,
석사동,6**,효석로89번길,다가구,66.09,-,12/13,-,-,"3,000",0,-,-,
석사동,8**,새롬공원길9번길,단독,125.55,-,12/13,-,-,"9,000",0,-,-,
석사동,9**,스무숲1길,다가구,33,-,12/13,-,-,200,28,-,-,
석사동,2**,외솔길,다가구,50,-,12/12,-,-,"2,500",0,-,-,
석사동,9**,스무숲1길,다가구,30,-,12/11,-,-,"3,000",0,-,-,
석사동,6**,효석로135번길,다가구,33,-,12/10,-,-,"2,000",0,-,-,
석사동,7**,우석로,단독,30,-,12/10,-,-,"6,000",0,-,-,
석사동,7**,애막골길20번길,다가구,30,-,12/10,-,-,"7,500",0,-,-,
석사동,7**,우석로38번길,다가구,26.44,-,12/10,-,-,"3,500",0,-,-,
석사동,8**,새롬공원길5번길,다가구,59.15,-,12/06,-,-,"6,000",0,-,-,
석사동,6**,후석로59번길,다가구,78.06,-,12/05,-,-,500,50,-,-,
석사동,3**,후석로66번길,다가구,21,-,12/04,-,-,"2,000",0,-,-,
석사동,7**,애막골길20번길,단독,80.85,-,12/04,-,-,"1,000",40,-,-,
석사동,8**,새롬공원길9번길,다가구,26.4,-,12/02,-,-,"3,000",0,-,-,
석사동,7**,우석로38번길,다가구,27.7,-,12/01,-,-,"2,500",0,-,-,
석사동,8**,새롬공원길4번길,다가구,27,-,12/01,-,-,300,25,-,-,
