법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
후평동,8**,대양당길9번길,단독,33,-,09/30,-,-,200,25,-,-,
후평동,7**,만천로199번길,다가구,46.2,-,09/30,-,-,"6,500",0,-,-,
후평동,1**,뒷들길,다가구,33,-,09/30,-,-,"2,000",0,-,-,
후평동,8**,보안길,undefined,53.37,-,09/24,-,-,"9,000",0,-,-,
후평동,8**,후석로258번길,단독,49,-,09/24,-,-,500,40,-,-,
후평동,5**,삭주로80번길,다가구,66,-,09/21,-,-,"3,000",0,-,-,
후평동,9*,후석로344번길,단독,26.4,-,09/21,-,-,200,48,-,-,
후평동,6**,춘천로270번길,다가구,45,-,09/17,-,-,"5,000",0,-,-,
후평동,6**,성심로35번길,단독,65.88,-,09/16,-,-,"7,000",0,-,-,
후평동,1**,뒷들길,다가구,33,-,09/16,-,-,"2,500",0,-,-,
후평동,1**,뒷들길,다가구,33,-,09/16,-,-,"2,000",0,-,-,
후평동,1**,뒷들길,다가구,33,-,09/16,-,-,"1,800",0,-,-,
후평동,1**,,다가구,33,-,09/16,-,-,"2,000",0,-,-,
후평동,1**,뒷들길,다가구,33,-,09/16,-,-,"2,000",0,-,-,
후평동,1**,뒷들길,다가구,33,-,09/16,-,-,"2,000",0,-,-,
후평동,5**,성심로47번길,다가구,59,-,09/15,-,-,"4,000",0,-,-,
후평동,8**,후석로393번길,단독,85.71,-,09/14,-,-,"7,000",0,-,-,
후평동,7**,삭주로194번길,단독,30,-,09/12,-,-,"1,000",32,-,-,
후평동,7**,보안길,단독,98.37,-,09/11,-,-,"11,000",0,-,-,
후평동,8**,후석로250번길,단독,127,-,09/11,-,-,"2,000",70,-,-,
후평동,7**,만천로245번길,다가구,23.1,-,09/05,-,-,800,0,-,-,
후평동,4**,춘천로282번길,단독,113.86,-,09/05,-,-,"1,500",60,-,-,
후평동,1**,뒷들길30번길,다가구,49.3,-,09/02,-,-,"5,800",0,-,-,
후평동,8**,후석로393번길,단독,66,-,09/01,-,-,500,40,-,-,
