법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
석사동,9**,스무숲1길,다가구,30,신규,04/30,24.05-25.05,-,"1,000",37,-,-,
석사동,7**,효석로77번길,다가구,92.46,-,04/29,-,-,"13,000",0,-,-,
석사동,9**,스무숲1길,다가구,25,신규,04/27,24.04-25.04,-,300,33,-,-,
석사동,9**,스무숲1길,단독,33,신규,04/27,24.04-25.04,-,300,30,-,-,
석사동,6**,벌말길,다가구,80,갱신,04/26,24.05-26.05,-,"11,000",0,"11,000",0,
석사동,8**,새롬공원길5번길,다가구,33,갱신,04/25,24.05-26.05,사용,300,41,300,40,
석사동,8**,새롬공원길9번길,다가구,33.25,신규,04/24,24.05-25.04,-,200,30,-,-,
석사동,7**,우석로85번길,단독,31.76,신규,04/24,24.04-26.04,-,100,32,-,-,
석사동,4**,후석로66번길,다가구,16,신규,04/22,24.05-25.12,-,"3,500",0,-,-,
석사동,8**,새롬공원길5번길,단독,28,신규,04/22,24.04-25.04,-,300,36,-,-,
석사동,4**,후석로66번길,다가구,26.43,-,04/19,-,-,"5,500",0,-,-,
석사동,7**,우석로38번길,다가구,30,신규,04/17,24.05-26.05,-,"4,000",0,-,-,
석사동,7**,애막골길16번길,다가구,56.58,신규,04/17,24.05-26.05,-,"5,900",0,-,-,
석사동,6**,후석로45번길,단독,48,신규,04/12,24.04-26.04,-,300,35,-,-,
석사동,3**,공지로,단독,21,신규,04/12,24.04-25.04,-,200,23,-,-,
석사동,6**,효석로135번길,단독,43,신규,04/12,24.04-26.04,-,300,30,-,-,
석사동,8**,새롬공원길9번길,다가구,25,신규,04/12,24.04-26.04,-,"2,500",0,-,-,
석사동,8**,새롬공원길5번길,다가구,30,신규,04/09,24.04-25.04,-,300,33,-,-,
석사동,6**,효석로135번길,단독,106.65,신규,04/08,24.05-26.05,-,"1,000",45,-,-,
석사동,9**,스무숲1길,다가구,28,신규,04/06,24.05-26.05,-,"4,000",0,-,-,
석사동,3**,후석로66번길,단독,21,신규,04/06,24.04-26.04,-,"4,000",0,-,-,
석사동,7**,벌말길,다가구,33,신규,04/06,24.04-25.04,-,300,40,-,-,
석사동,6**,효석로135번길,다가구,60,신규,04/05,24.04-28.04,-,"7,000",0,-,-,
석사동,7**,애막골길3번길,다가구,29,신규,04/03,24.04-25.04,-,100,30,-,-,
석사동,2**,외솔길,다가구,27,신규,04/02,24.04-25.04,-,300,30,-,-,
석사동,7**,우석로,단독,40,신규,04/02,24.04-26.04,-,"5,000",0,-,-,
석사동,9**,스무숲1길,다가구,30,신규,04/01,24.04-25.04,-,300,30,-,-,
