법정동,지번,도로명,주택유형,연면적(㎡),계약구분,계약일,계약기간,갱신요구권사용,보증금(만원),월세(만원),종전보증금(만원),종전월세(만원),전산공부
석사동,7**,우석로38번길,다가구,33.06,-,04/29,-,-,200,34,-,-,
석사동,6**,벌말길,단독,59.4,-,04/28,-,-,300,29,-,-,
석사동,6**,석사길5번길,단독,39.66,-,04/27,-,-,"1,000",25,-,-,
석사동,9**,스무숲1길,단독,29.09,-,04/25,-,-,"3,000",0,-,-,
석사동,8**,새롬공원길5번길,다가구,33,-,04/24,-,-,"4,000",0,-,-,
석사동,9**,스무숲1길,단독,30.42,-,04/23,-,-,"3,500",0,-,-,
석사동,7**,우석로79번길,단독,109.02,-,04/23,-,-,"2,000",50,-,-,
석사동,6**,후석로59번길,단독,26,-,04/22,-,-,"3,000",0,-,-,
석사동,7**,벌말길47번길,단독,53.43,-,04/22,-,-,"6,000",27,-,-,
석사동,7**,벌말길,다가구,61.12,-,04/22,-,-,500,45,-,-,
석사동,7**,후석로59번길,다가구,80,-,04/21,-,-,"1,000",40,-,-,
석사동,7**,우석로79번길,단독,135,-,04/19,-,-,"1,000",60,-,-,
석사동,6**,후석로59번길,다가구,50,-,04/18,-,-,"1,000",35,-,-,
석사동,3**,외솔길,다가구,33,-,04/16,-,-,"4,000",0,-,-,
석사동,6**,석사길5번길,다가구,50.73,-,04/15,-,-,"5,000",0,-,-,
석사동,9**,스무숲3길,다가구,33,-,04/15,-,-,"4,000",0,-,-,
석사동,9**,스무숲3길,다가구,50,-,04/12,-,-,300,40,-,-,
석사동,9**,스무숲4길,다가구,30,-,04/12,-,-,200,28,-,-,
석사동,7**,우석로38번길,다가구,35,-,04/11,-,-,"4,500",0,-,-,
석사동,4**,공지로,다가구,26.44,-,04/07,-,-,500,43,-,-,
석사동,9**,스무숲4길,다가구,33,-,04/05,-,-,300,25,-,-,
석사동,6**,벌말길,단독,47.2,-,04/05,-,-,"5,000",0,-,-,
석사동,7**,우석로79번길,다가구,50,-,04/05,-,-,"6,000",0,-,-,
석사동,6**,효석로,다가구,75,-,04/05,-,-,"8,000",0,-,-,
석사동,7**,벌말길,단독,112.7,-,04/04,-,-,"1,000",50,-,-,
석사동,6**,효석로135번길,단독,47.62,-,04/04,-,-,"4,700",0,-,-,
석사동,9**,스무숲4길,단독,40,-,04/03,-,-,"3,000",10,-,-,
석사동,7**,벌말길47번길,다가구,35,-,04/02,-,-,"4,000",0,-,-,
